productID,model,color,gpu,cpu,ram,harddisk,OS,special_features,price
2549,Dell Precision 5000 17 Inches,,"RTX A2000, NVIDIA RTX A2000",Core i7,16 GB ,512 GB,Windows 11,Anti-glare Screen,2460.15
2550,DELL ALIENWARE M18 LAPTOP 18 INCHES,BLACK,NVIDIA GEFORCE RTX 4070,CORE I9,32 GB,1000 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,2720.99
2551,Lenovo Lenovo Chromebook Duet 10.1 Inches,Ice Blue + Iron Grey,"Integrated, integreted",MediaTek Helio P60T,4 GB,64 GB,Chrome OS,,349.00
2552,Dell XPS 9530 Laptop 15.6 Inches,Platinum Silver,Nvidia GeForce RTX 4070,Core i9,16 GB,512 GB,Windows 11 Pro,Wifi & Bluetooth,2604.99
2553,HP 15.6 Inches,Silver,"Integrated, Intel UHD Graphics",Intel Core i5,16 GB ,1 TB,Windows 11,Anti-glare,553.00
2554,Dell Latitude 7000 14 Inches,,"Iris Xe Graphics, Intel Iris Xe Graphics",Core i5, 16 GB,256 GB,Windows 11 Pro,Anti-glare Screen,1359.99
2555,HP Stream 14-DQ00 14 Inches,Snowflake White,Integrated,Celeron N4020, 4 GB,64 GB,Windows 11 Home,"HD Audio, Memory Card Slot",299.00
2556,HP 17-cn0003dx 17.3 Inches,Silver,"Integrated, Intel",Intel Core i3, 32 GB,1000 GB,Windows 11,,619.99
2557,MSI WF76 11UI-400 17.3 Inches,Black,Dedicated,Core i7 Family,16 GB,512 GB,Windows 10 Pro,Fingerprint,1799.00
2558,ASUS Vivobook 15 15.6 Inches,Indie Black,Integrated,Ryzen 5 / 4.3 GHz,8 GB,512 GB,Windows 11 Home,,699.99
2559,Lenovo Lenovo ThinkPad X1 Carbon Gen 11 14 Inches,Black,"Integrated, Intel Iris Xe Graphics",Core i7 Family,32 GB,512 GB,Windows 11 Pro,,1644.31
2560,Dell Precision 7770 17.3 Inches,,"Dedicated, NVIDIA RTX A4500 16GB GDDR6 (4DP)",Intel Core i9 / 5 GHz,64 GB,2 TB,Windows 11 Pro,,2815.30
2561,LENOVO T460 14 INCHES,,"INTEGRATED, INTEL HD GRAPHICS 520",CORE I7,8 GB,512 GB,WINDOWS 10,SPEAKERS,449.00
2562,Dell Latitude 7000 13.3 Inches,Carbon Fiber,Iris Xe Graphics,Core i7,16 GB ,512 GB,Windows 10 Pro,Anti-glare Screen,1718.99
2563,LENOVO LENOVO IDEAPAD 15.6 INCHES,BLACK,INTEGRATED,PENTIUM OTHER,20 GB,1 TB,WINDOWS 11,ANTI-GLARE,419.00
2564,Lenovo Lenovo ThinkBook 13s G4 IAP 13.3 Inches,Arctic Grey,Integrated,Core i7 Family, 16 GB,512 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard",949.00
2565,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5, 32 GB,1000 GB,Windows 10 Home,Wifi & Bluetooth,731.83
2566,DELL LATITUDE 15.6 INCHES,,"INTEGRATED, INTEL",CORE I7,16 GB,512 GB,WINDOWS 11 PRO,ANTI-GLARE SCREEN,1109.18
2567,Dell Latitude 5320 2-in-1 13.3 Inches,Black,Integrated,Core i7,16 GB ,256 GB,Windows 10 Home,Wifi & Bluetooth,821.99
2568,Lenovo W530 15.6 Inches,Black,"Integrated, Dedicated, Intel HD Graphics 4000",Core i7-3720QM / 2.7 GHz,,500 GB,Windows 7 Professional,,377.30
2569,HP ELITEBOOK REVOLVE 810G3 11.6 INCHES,SILVER,"INTEGRATED, INTEGRATED GRAPHICS",CORE I5,8 GB,512 GB,WINDOWS 10 PRO 64 BIT-MULTI-LANGUAGE SUPPORT ENGLISH/FRENCH/SPANISH.,,249.98
2570,LENOVO THINKPAD X13 GEN 3 13.3 INCHES,,"IRIS XE GRAPHICS, INTEL IRIS XE GRAPHICS",CORE I7,16 GB,512 GB,WINDOWS 11 PRO,ANTI-GLARE SCREEN,1730.95
2571,DELL LATITUDE 5320 LAPTOP 13.3 INCHES,BLACK,INTEGRATED,CORE I7, 16 GB,512 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,934.67
2572,MICROTELLA Lenovo Thinkpad 15.6 Inches,,Integrated,Unknown,8 GB ,256 GB,Windows 10,,749.99
2573,DELL LATITUDE 14 INCHES,SILVER,INTEGRATED,CORE I5 FAMILY,16 GB ,1 TB,WINDOWS 11 PRO,BACKLIT KEYBOARD,1222.99
2574,DELL LATITUDE RUGGED 5430 LAPTOP 14 INCHES,SILVER,INTEGRATED,CORE I5,16 GB ,512 GB,WINDOWS 11 PRO,BACKLIT KEYBOARD,1849.99
2575,LG 14T90P-K.AAB9U1 14 Inches,Black,Integrated,Core i7 Family,16 GB ,1 TB,Windows 11 Home,Lightweight,1635.99
2576,"HP 2023 Newest HP 14"" Chromebook 14 Inches",Modern Gray,"Integrated, Intel UHD Graphics 600",Celeron N, 4 GB,64 GB,Chrome OS,,225.00
2577,DELL INSPIRON 3502 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CELERON,16 GB ,128 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,903.92
2578,DELL LATITUDE 7420 LAPTOP 14 INCHES,,UNKNOWN,CORE I7,,1000 GB,WINDOWS 10 HOME,,1528.99
2579,DELL XPS 9520 LAPTOP 15.6 INCHES,PLATINUM SILVER,"DEDICATED, NVIDIA GEFORCE RTX 3050",CORE I7, 32 GB,1000 GB,WINDOWS 11 HOME,,1680.99
2580,Dell Alienware m15 R7 Laptop 15.6 Inches,Dark Side of the Moon,"Integrated, NVIDIA GeForce RTX 3070 Ti",Core i9, 16 GB,2000 GB,Windows 11 Home,,2420.17
2581,ASUS VivoBook S15 S532 15.6 Inches,Punk Pink,Integrated,Intel Core i5,8 GB ,512 GB,Windows 10 Home,Nanoedge Bezel,1199.00
2582,Dell Alienware X17 R2 Laptop 17.3 Inches,Lunar Light,"Dedicated, NVIDIA GeForce RTX 3080 Ti",Core i9, 32 GB,1000 GB,Windows 11 Pro,,2799.95
2583,DELL LATITUDE 3520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I7,4 GB ,512 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1574.99
2584,HP ZBOOK FIREFLY 14 G9 14 INCHES,,"IRIS XE GRAPHICS, INTEL IRIS XE GRAPHICS",CORE I7, 16 GB,512 GB,WINDOWS 11 PRO,ANTI-GLARE SCREEN,1681.99
2585,HP HP Omen 16 Gaming Laptop 16.1 Inches,Shadow Black,Dedicated,Core i7 Family, 64 GB,4 TB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",2229.00
2586,DELL LATITUDE 5320 LAPTOP 13.3 INCHES,BLACK,INTEGRATED,CORE I7,16 GB ,256 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,807.99
2587,Dell Latitude 7420 Laptop 14 Inches,Black,Integrated,Core i7,16 GB,2000 GB,Windows 10 Home,Wifi & Bluetooth,886.99
2588,Dell Latitude 7310 Laptop 13 Inches,Black,Integrated,Core i7,16 GB,128 GB,Windows 10 Pro,Wifi & Bluetooth,1606.99
2589,Dell Inspiron 3511 15.6 Inches,,"Integrated, Intel UHD Graphics",Core i5 / 1 GHz,32 GB ,1 TB,Windows 11 Home,,678.08
2590,Dell Latitude 5420 Laptop 14 Inches,Black,Integrated,Core i7, 32 GB,2000 GB,Windows 10 Home,Wifi & Bluetooth,1137.99
2591,Dell Inspiron 7420 2-in-1 14 Inches,"Grey, Platinum Silver","Integrated, Intel Integrated Graphics",Core i7,16 GB,512 GB,Windows 11 Home,,787.99
2592,Dell Precision 7780 Laptop 17 Inches,Silver,Integrated,Core i7,64 GB,512 GB,Windows 11 Pro,Wifi & Bluetooth,2815.30
2593,ASUS ZenBook S 13.9 Inches,Jade Black,Intel Iris Xᵉ,Intel Core i7, 1 GB,1 TB,Windows 10 Pro,Nanoedge,1399.90
2594,Dell Dell XPS 15 9520 15.6 Inches,Silver,"Dedicated, NVIDIA GeForce RTX 3050 Ti",Core i7,64 GB ,512 GB,Windows 11 Pro,,1999.00
2595,DELL ALIENWARE M18 RYZEN EDITION LAPTOP 18 INCHES,BLACK,NVIDIA GEFORCE RTX 4090,AMD RYZEN 7, 64 GB,4000 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,3600.31
2596,MSI Katana GF66 11UE-031 15.6 Inches,Black,"Dedicated, NVIDIA GeForce RTX 3060",Core i7 / 4.6 GHz,16 GB ,,Windows 10,,1289.89
2597,Lenovo IdeaPad 3 14 Inches,Gray,Integrated,Core i3 Family, 8 GB,128 GB,Windows 11 S,"Dolby,Narrow Bezel",281.69
2598,Lenovo Lenovo ThinkPad T14 Gen 3 14 Inches,Thunder Balck,Integrated,Core i7 Family,48 GB ,4 TB,Windows 11 Pro,"Fingerprint Reader, HD Audio, TrackPoint, Backlit Keyboard, Anti Glare Coating",2179.00
2599,DELL LATITUDE 7320 LAPTOP 13.3 INCHES,BLACK,INTEGRATED,CORE I5,16 GB ,256 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,683.99
2600,Dell Dell Latitude 14 Inches,,"Integrated, NVIDIA GeForce MX450",Intel Core i5-4200U, 8 GB,256 GB,Windows 10 Home,Backlit Keyboard,289.95
2601,Dell Alienware m18 Laptop 18 Inches,Black,Nvidia GeForce RTX 4070,Core i7,64 GB,2000 GB,Windows 11 Home,Wifi & Bluetooth,2659.99
2602,Dell Latitude 5320 Laptop 13.3 Inches,Black,Integrated,Core i5,8 GB ,1000 GB,Windows 10 Home,Wifi & Bluetooth,803.99
2603,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i7,32 GB,2000 GB,Windows 11 Home,Wifi & Bluetooth,1865.99
2604,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5,64 GB,128 GB,Windows 10 Home,Wifi & Bluetooth,735.99
2605,HP CHROMEBOOK 14 INCHES,SNOW WHITE,INTEGRATED,CELERON, 4 GB,32 GB,CHROME OS,"SPEAKERS: STEREO, KEYBOARD: CHICLET,",297.00
2606,DELL LATITUDE 7440 LAPTOP 14 INCHES,BLACK,INTEGRATED,CORE I7,32 GB ,512 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,1238.73
2607,MSI GF75 Thin 10SER-257 17.3 Inches,,"Dedicated, NVIDIA GeForce RTX 2060",Core i7 / 2.6 GHz, 16 GB,1 TB,Windows 10 Home,,1999.00
2608,Dell Inspiron 5625 Laptop 16 Inches,"Grey, Gray, Platinum Silver","Integrated, AMD Integrated Graphics",AMD Ryzen 7, 32 GB,1000 GB,Windows 11 Home,,765.11
2609,DELL LATITUDE 5420 LAPTOP 14 INCHES,BLACK,INTEGRATED,CORE I5, 8 GB,256 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,1122.99
2610,LENOVO LEGION 5 PRO 16 INCHES,,"DEDICATED, AMD RADEON RTX 3070",AMD RYZEN 7 5800H / 3.2 GHZ, 16 GB,512 GB,WINDOWS 11 HOME,,1344.99
2611,Dell Latitude 7000 14 Inches,Carbon Black,Iris Xe Graphics,Core i7,16 GB,512 GB,Windows 10 Pro,Anti-glare Screen,1985.86
2612,DELL LATITUDE 7520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5, 16 GB,512 GB,WINDOWS 10 PRO,WIFI & BLUETOOTH,1102.99
2613,Dell Dell 5000 16 Inches,Platinum Silver,Integrated,Ryzen 5,16 GB,512 GB,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",708.99
2614,HP 15.6 Inches,Black,"Integrated, Intel",Pentium N5000 / 1.1 GHz, 16 GB,1000 GB,Windows 11,,459.99
2615,DELL LATITUDE 7440 LAPTOP 14 INCHES,BLACK,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I5,16 GB,1000 GB,WINDOWS 11 PRO,,1264.99
2616,Dell Dell Latitude 14 Inches,,"Integrated, Intel UHD 620 Graphics",8032, 8 GB,,Windows 10,Speakers,540.00
2617,LENOVO LENOVO IDEAPAD 15.6 INCHES,GREY,INTEGRATED,CELERON / 2.7 GHZ,6 GB,1000 GB,WINDOWS 10 HOME,,528.18
2618,ASUS ASUS TUF Dash F15 15.6 Inches,Off Black,Dedicated,Core i7 Family,32 GB ,1 TB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",1789.00
2619,MSI 15.6 INCHES,,UNKNOWN,3.5 GHZ,32 GB ,,,,1149.99
2620,Dell XPS 9520 Laptop 15.6 Inches,Platinum Silver,"Dedicated, NVIDIA GeForce RTX 3050",Core i7,64 GB ,1000 GB,Windows 11 Pro,,1788.99
2621,HP 16T-F100 16 Inches,Nocturne Blue,Integrated,Core i7 Family, 16 GB,2 TB,Windows 11 Pro,"Backlit Kb,Fingerprint,Pen",1899.00
2622,Dell Precision 5000 14 Inches,,"RTX A1000, NVIDIA RTX A1000",Core i7,16 GB,512 GB,Windows 10 Pro,"InfinityEdge, Anti-glare Screen",2508.39
2623,ASUS ProArt StudioBook 16 16 Inches,,"Dedicated, NVIDIA GeForce RTX 4070",Core i9 / 5.6 GHz,32 GB ,1 TB,Windows 11 Home,,2499.99
2624,Lenovo 14 Inches,,"Integrated, Intel Iris Xe Graphics",Intel Core i5 / 2.8 GHz, 20 GB,512 GB,Windows 11 Home,"Anti-glare,Fingerprint Reader",499.99
2625,DELL XPS 15 9520 15.6 INCHES,,"DEDICATED, NVIDIA GEFORCE RTX 3050",CORE I7,16 GB ,512 GB,WINDOWS 11 PRO,,1576.57
2626,Lenovo ThinkPad L14 Gen 3 14 Inches,,"UHD Graphics, Intel UHD Graphics",Core i7,16 GB,256 GB,Windows 11,Anti-glare Screen,1220.99
2627,Dell Latitude 5420 14 Inches,Gray,Integrated,Core i5 Family, 64 GB,2 TB,Windows 11 Pro,Backlit Keyboard,1419.92
2628,Dell Alienware m18 Laptop 18 Inches,Black,Nvidia GeForce RTX 4080,Core i9,64 GB ,1000 GB,Windows 11 Home,Wifi & Bluetooth,3002.99
2629,PANASONIC CF-31 13.1 INCHES,SILVER,"INTEGRATED, DEDICATED, INTEL HD GRAPHICS 5500",CORE I5,4 GB ,500 GB,WINDOWS 8,,399.99
2630,Dell Latitude 3330 Laptop 13.3 Inches,Black,Integrated,Core i3, 4 GB,1000 GB,Windows 11 Pro,Wifi & Bluetooth,554.04
2631,DELL G15 5525 LAPTOP 15.6 INCHES,GREY,"DEDICATED, NVIDIA GEFORCE RTX 3060",AMD RYZEN 7,16 GB,512 GB,WINDOWS 11 PRO,,1303.23
2632,Dell Vostro 7620 Laptop 16 Inches,Black,Nvidia GeForce RTX 3050,Core i7,40 GB,4000 GB,Windows 11 Home,Wifi & Bluetooth,1513.50
2633,LENOVO YOGA 7 82QG 16 INCHES,ARCTIC GREY,INTEGRATED,CORE I7 FAMILY,16 GB,512 GB,WINDOWS 11 HOME,"FINGERPRINT READER, HD AUDIO, BACKLIT KEYBOARD, MEMORY CARD SLOT, NUMERIC KEYPAD",1199.99
2634,Dell Precision 7740 Laptop 17.3 Inches,Silver,Nvidia Quadro RTX 3000,Core i7,32 GB,1000 GB,Windows 10 Pro,Wifi & Bluetooth,2808.99
2635,HP ELITEBOOK 840 G5 COMMERCIAL NOTEBOOK PC 14 INCHES,SILVER,INTEGRATED,CORE I7 8550U,16 GB,512 GB,WINDOWS 10 PRO,FINGERPRINT,1699.00
2636,HP 15-DW300 15.6 INCHES,NATURAL SILVER,INTEGRATED,CORE I5 FAMILY,24 GB,2 TB,WINDOWS 11 HOME,"HD AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING, MEMORY CARD SLOT, NUMERIC KEYPAD",989.00
2637,DELL XPS 15 7590 15.6 INCHES,,"DEDICATED, NVIDIA GEFORCE GTX 1650",4.5 GHZ,16 GB,512 GB,WINDOWS 10 PRO,,1299.95
2638,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5,64 GB ,2000 GB,Windows 10 Home,Wifi & Bluetooth,821.99
2639,Dell Latitude 5420 Laptop 14 Inches,Black,Integrated,Core i5,16 GB,256 GB,Windows 10 Home,Wifi & Bluetooth,764.99
2640,HP HP Elitebook 1040 G9 14 Inches,,Integrated,Intel Core i7 / 1.8 GHz,32 GB ,,Windows 11 Pro,,1260.75
2641,LG 17Z90R-N.APC5U1 17 Inches,Obsidian Black,"Integrated, Intel Iris Xe Graphics",Core i7,8 GB,512 GB,Windows 11 Pro,,1469.99
2642,DELL LATITUDE 5000 14 INCHES,GRAY,IRIS XE GRAPHICS,CORE I5,16 GB,512 GB,WINDOWS 10 PRO,ANTI-GLARE SCREEN,2312.24
2643,Dell Precision 7000 16 Inches,,"RTX 3500 Ada, NVIDIA RTX 3500 Ada",Core i9, 64 GB,1 TB,Windows 11 Pro,Anti-glare Screen,3999.99
2644,ACER CB315-2H-25TX 15.6 INCHES,"SILVER,BLACK","INTEGRATED, DEDICATED, AMD RADEON R4",AMD A4,4 GB,32 GB,CHROME OS,,344.00
2645,Dell Latitude Rugged 5430 Laptop 14 Inches,Black,"Integrated, NVIDIA Quadro T500 2GB",Core i7,64 GB ,1000 GB,Windows 11 Pro,,3239.89
2646,DELL PRECISION 5770 LAPTOP 17 INCHES,SILVER,NVIDIA RTX A3000,CORE I7,64 GB ,512 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,3331.99
2647,ASUS ZenBook Pro 15.6 Inches,Black,Dedicated,Core i7, 8 GB,256 GB,Windows 10 Pro,Fingerprint,1499.00
2648,DELL XPS 9320 LAPTOP 13.4 INCHES,GRAY,INTEGRATED,CORE I7,32 GB ,512 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1720.95
2649,LENOVO THINKPAD 15.6 INCHES,SILVER,INTEGRATED,CORE I7 FAMILY,16 GB ,512 GB,WINDOWS 11 PRO,BACKLIT KEYBOARD,1047.99
2650,DELL G16 7630 LAPTOP 16 INCHES,GRAY,"INTEGRATED, NVIDIA GEFORCE RTX 4070",CORE I9,32 GB,1000 GB,WINDOWS 11 HOME,,1680.99
2651,Lenovo 20UXS06900 13.3 Inches,,"Integrated, AMD Radeon Graphics",Athlon,4 GB,32 GB,Chrome OS,"Anti-glare,Narrow Bezel,Pen",245.00
2652,Dell Latitude 7420 Laptop 14 Inches,Black,Integrated,Core i7,16 GB ,2000 GB,Windows 11 Home,Wifi & Bluetooth,880.99
2653,Dell Inspiron 3515 Laptop 15.6 Inches,Platinum Silver,"Integrated, AMD Integrated Graphics",AMD Ryzen 7,8 GB,256 GB,Windows 11 Home,,409.00
2654,Lenovo Flex 15 15.6 Inches,,"Dedicated, 2GB NVIDIA GeForce MX230 Graphics",Core i7 / 1.8 GHz, 8 GB,512 GB,Windows 10,,659.90
2655,Lenovo Chromebook 11.6 Inches,Abyss Blue,"Integrated, UHD Graphics 600",Celeron,4 GB ,32 GB,Chrome OS,,203.77
2656,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,32 GB,2000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,735.59
2657,HP HP NOTEBOOK 15.6 INCHES,BLACK,"INTEGRATED, INTEL UHD GRAPHICS 600",CELERON,8 GB ,128 GB,WINDOWS 11,,316.99
2658,MSI PRESTIGE 14 EVO A11M-221 14 INCHES,CARBON GRAY,"INTEGRATED, INTEL IRIS XE GRAPHICS",CORE I5, 16 GB,512 GB,WINDOWS 10,,1025.01
2659,DELL LATITUDE 7420 LAPTOP 14 INCHES,BLACK,INTEGRATED,CORE I5, 16 GB,256 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,1056.99
2660,acer Acer Swift 14 Inches,,"Integrated, Intel Iris Xe Graphics",Intel Core i7-1165G7,8 GB,512 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader",599.99
2661,LENOVO THINKPAD X1 YOGA GEN 7 14 INCHES,,"IRIS XE GRAPHICS, INTEL IRIS XE GRAPHICS",CORE I7, 16 GB,512 GB,WINDOWS 11,INFORMATION NOT AVAILABLE,2069.66
2662,Dell Inspiron 7420 2-in-1 14 Inches,"Grey, Platinum Silver","Integrated, Intel Integrated Graphics",Core i7,16 GB ,512 GB,Windows 11 Pro,,823.99
2663,Dell Dell Inspiron 15 3525 15.6 Inches,Black,Integrated,AMD R Series,64 GB,2 TB,Windows 11,Anti-glare,1021.99
2664,TOUGHBOOK CF-54 MK1 14 INCHES,GREY,INTEGRATED,INTEL CORE I5,8 GB,512 GB,WINDOWS 10 PRO,ANTI GLARE COATING,749.89
2665,acer TMP614-51-G2-5442 14 Inches,Black,"Integrated, Intel UHD Graphics",Core i5 / 4.4 GHz,,,Windows 10 Pro,Fingerprint Reader,1026.99
2666,DELL LATITUDE 3420 LAPTOP 14 INCHES,BLACK,INTEGRATED,CORE I5,16 GB ,256 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,764.99
2667,LENOVO IDEAPAD 3 15ITL05 15.6 INCHES,PLATINUM GREY,INTEGRATED,CORE I3 FAMILY, 8 GB,256 GB,WINDOWS 11,ANTI-GLARE,389.00
2668,DELL ALIENWARE M18 LAPTOP 18 INCHES,BLACK,"INTEGRATED, NVIDIA GEFORCE RTX 4080",CORE I9, 32 GB,1000 GB,WINDOWS 11 HOME,,3098.97
2669,HP 15-DY200 15.6 Inches,Natural Silver,Integrated,Core i7 Family,48 GB ,2 TB,Windows 10 Pro,"HD Audio, Memory Card Slot, Numeric Keypad",1239.00
2670,Dell XPS 9320 Laptop 13.4 Inches,Gray,Integrated,Core i7,16 GB,1000 GB,Windows 11 Pro,Wifi & Bluetooth,1502.99
2671,Dell Latitude 5420 15.6 Inches,,"Integrated, Integrated",Core i5,8 GB,256 GB,Windows 10 Pro,Anti Glare,1443.60
2672,ACER LATITUDE 5000 14 INCHES,,"IRIS XE GRAPHICS, INTEL IRIS XE GRAPHICS",CORE I5 FAMILY, 16 GB,256 GB,WINDOWS 10 PRO,ANTI-GLARE SCREEN,925.00
2673,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,32 GB,1000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,1806.99
2674,DELL ALIENWARE M17 RYZEN EDITION R5 LAPTOP 17.3 INCHES,DARK SIDE OF THE MOON,NVIDIA GEFORCE RTX 3050 TI,AMD RYZEN 7,8 GB,512 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,1282.99
2675,Dell 15.6 Inches,,"Intel UHD Graphics, Intel UHD Graphics",Core i5 / 4.2 GHz, 32 GB,2 TB,Windows 11 Home,,620.00
2676,Lenovo Lenovo Thinkpad 14 Inches,,"Integrated, AMD Radeon Graphics 5",2.1 GHz,8 GB,256 GB,Windows 10 Pro,,616.99
2677,Dell Latitude 5580 15.6 Inches,Black,Integrated,2.8 GHz, 8 GB,500 GB,Windows 10 Pro,,292.90
2678,Dell Latitude 5530 15.6 Inches,,Intel Iris Xe Graphics,Core i7 Family / 4.7 GHz,32 GB ,512 GB,Windows 11 Pro,Anti-glare,1488.95
2679,DELL PRECISION 7770 17.3 INCHES,,"INTEGRATED, NVIDIA GEFORCE RTX A4500",INTEL CORE I7 / 4.8 GHZ,64 GB,512 GB,WINDOWS 11 PRO,,3376.64
2680,Dell Latitude 5531 Laptop 15.6 Inches,Black,"Integrated, Intel Integrated Graphics",Core i5,16 GB ,1000 GB,Windows 11 Pro,,1493.99
2681,ASUS ASUS Chromebook C425 14 Inches,,"Integrated, Intel HD Graphics 400",Core m3-8100Y / 3.4 GHz,4 GB,128 GB,,Backlit Kb,284.92
2682,Dell XPS 13 9315 13.4 Inches,Sky,Integrated,Core i7, 32 GB,1 TB,Windows 11 Pro,"Backlit Kb,Fingerprint",1126.85
2683,Dell Latitude 14 Inches,Black,Integrated,Core i7,16 GB,512 GB,Windows 11 Pro,Information Not Available,1482.04
2684,HP 11.6 INCHES,,INTEGRATED,CELERON / 1.6 GHZ,4 GB ,,CHROME OS,,154.89
2685,Apple 16.2 Inches,,Integrated,Apple M2 Max / 3.6 GHz,64 GB ,4 TB,macOS 10.14 Mojave,Backlit Keyboard,4888.99
2686,ASUS ASUS VIVOBOOK 15.6 INCHES,,"DEDICATED, NVIDIA GEFORCE GTX 1050",2.8 GHZ, 16 GB,1000 GB,WINDOWS 10,ANTI-GLARE,1999.00
2687,Dell Latitude 5420 Laptop 14 Inches,Black,Integrated,Core i5, 16 GB,128 GB,Windows 10 Home,Wifi & Bluetooth,764.99
2688,Dell Latitude 3520 Laptop 15.6 Inches,Black,Integrated,Core i5, 16 GB,1000 GB,Windows 11 Home,Wifi & Bluetooth,948.19
2689,ASUS ASUS CHROMEBOOK C423 14 INCHES,SILVER,INTEL HD GRAPHICS 500,CELERON, 4 GB,32 GB,CHROME OS,"ANTI-GLARE,ULTRA-NARROW BEZEL",199.00
2690,Lenovo ThinkPad P16s G1 16 Inches,Black,QN20-M1-R,Core i7,32 GB ,1 TB,Windows 11 Pro,Anti-glare Screen,2349.99
2691,Dell Latitude 5410 14 Inches,,"Integrated, Intel UHD Graphics",Core i7 / 1.8 GHz,64 GB,2 TB,Windows 10 Pro,,1616.96
2692,Gigabyte AORUS 17H BXF-74US554SH 17.3 Inches,Black,Dedicated,Core i7,16 GB,1 TB,Windows 11 Home,Thin Bezel,2149.00
2693,MSI PRESTIGE 15 A10SC-010 15.6 INCHES,,"DEDICATED, NVIDIA GEFORCE GTX 1650",INTEL CORE I7 / 3.4, 32 GB,,WINDOWS 10 PRO,THIN BEZEL,2399.00
2694,Dell Precision 5560 15.6 Inches,,"Integrated, NVIDIA RTX A2000 w/4GB",Intel Core i9 / 2.6 GHz, 16 GB,1 TB,Windows 10 Pro,,2499.99
2695,DELL G15 5521 15.6 INCHES,OBSIDIAN BLACK,DEDICATED,INTEL CORE I9,16 GB ,1 TB,WINDOWS 11 PRO,"HIGH DEFINITION AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING, NUMERIC KEYPAD",1828.44
2696,HP 15.6 INCHES,BLACK,"INTEGRATED, AMD",RYZEN 5,32 GB ,1000 GB,WINDOWS 11,BACKLIT KEYBOARD,849.99
2697,Dell Latitude 5310 Laptop 13.3 Inches,Black,Integrated,Core i7,16 GB,1000 GB,Windows 10 Pro,Wifi & Bluetooth,897.52
2698,ASUS VIVOBOOK S 16 FLIP 16 INCHES,MIDNIGHT BLACK,INTEGRATED,RYZEN 5,8 GB ,512 GB,WINDOWS 11 HOME,FINGERPRINT SENSOR,699.99
2699,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i7,64 GB,2000 GB,Windows 11 Home,Wifi & Bluetooth,2675.99
2700,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5, 16 GB,128 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,878.37
2701,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I7,8 GB ,256 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,2337.99
2702,Dell Latitude 5430 14 Inches,,"Integrated, AMD Radeon",AMD Ryzen 7,16 GB ,,Windows 11 Pro,"Fingerprint Reader, Backlit Keyboard",595.97
2703,SAMSUNG NP964XFG-KC1US 16 INCHES,GRAPHITE,INTEGRATED,INTEL CORE I7 / 2.2 GHZ,32 GB,,WINDOWS 11 PRO,,1939.99
2704,DELL XPS 15 15.6 INCHES,PLATINUM SILVER,DEDICATED,CORE I7 FAMILY,64 GB,2 TB,WINDOWS 11 PRO,"FINGERPRINT READER, HD AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING, MEMORY CARD SLOT",2539.99
