AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,FREQUENT_ACCIDENT
65+,male,10-19y,high school,upper class,0.498769516,after 2015,True,True,13000.0,2,1,1,False,Rarely
16-25,female,0-9y,university,working class,0.476231349,before 2015,False,False,17000.0,0,0,0,True,Never
16-25,male,0-9y,high school,working class,,after 2015,False,False,14000.0,0,0,0,True,Never
65+,male,30y+,university,upper class,0.686122633,after 2015,True,True,10000.0,6,1,7,False,Often
40-64,male,0-9y,high school,upper class,0.628767672,after 2015,False,True,17000.0,0,0,0,False,Never
65+,male,30y+,high school,upper class,0.583737531,before 2015,True,True,10000.0,3,1,5,False,Often
26-39,male,0-9y,university,middle class,0.444494783,before 2015,True,True,12000.0,0,0,0,True,Never
40-64,female,10-19y,university,upper class,0.461944726,before 2015,True,True,7000.0,1,2,0,True,Never
16-25,female,0-9y,university,working class,,before 2015,False,False,13000.0,0,0,0,True,Never
40-64,female,0-9y,university,upper class,0.623213756,after 2015,False,True,7000.0,0,0,0,False,Never
40-64,female,20-29y,none,working class,0.49248972,after 2015,True,True,4000.0,4,1,2,False,Rarely
26-39,female,10-19y,high school,upper class,0.566009506,before 2015,False,True,12000.0,1,0,1,False,Rarely
16-25,female,0-9y,none,poverty,,before 2015,True,True,8000.0,0,0,0,False,Never
65+,male,30y+,university,upper class,0.739051018,before 2015,True,True,7000.0,7,1,14,False,Often
40-64,female,20-29y,university,upper class,0.611338771,before 2015,True,False,11000.0,0,0,0,False,Never
16-25,male,0-9y,high school,poverty,0.192158682,after 2015,False,False,15000.0,0,0,0,False,Never
65+,female,0-9y,university,upper class,0.581371589,before 2015,True,True,8000.0,0,0,0,True,Never
26-39,female,0-9y,university,upper class,0.60264776,before 2015,True,False,11000.0,0,0,0,True,Never
26-39,male,10-19y,university,upper class,0.70477178,after 2015,True,False,12000.0,1,0,3,False,Often
65+,male,20-29y,university,upper class,,before 2015,False,True,12000.0,3,0,3,False,Often
16-25,male,0-9y,university,middle class,0.467100601,before 2015,False,True,,0,0,0,True,Never
40-64,male,20-29y,high school,working class,0.412127469,after 2015,True,True,7000.0,6,0,2,False,Rarely
65+,male,0-9y,university,upper class,0.518345083,after 2015,False,False,,0,0,0,False,Never
26-39,female,10-19y,none,poverty,0.362011455,before 2015,False,False,14000.0,1,0,0,False,Never
40-64,female,20-29y,university,upper class,,after 2015,True,True,15000.0,0,0,1,False,Rarely
26-39,female,0-9y,high school,working class,0.420188696,after 2015,True,True,9000.0,0,0,0,True,Never
40-64,female,20-29y,university,upper class,0.614085156,after 2015,True,True,5000.0,2,1,0,False,Never
26-39,female,0-9y,university,upper class,,after 2015,False,False,14000.0,0,0,0,False,Never
65+,female,30y+,high school,middle class,0.627258262,before 2015,False,False,14000.0,2,0,3,False,Often
16-25,male,0-9y,high school,middle class,0.568797427,before 2015,True,False,12000.0,0,0,0,True,Never
65+,male,30y+,high school,upper class,0.582587119,after 2015,True,True,11000.0,10,0,1,False,Rarely
16-25,male,0-9y,none,poverty,,before 2015,False,True,7000.0,0,0,0,True,Never
40-64,female,20-29y,university,upper class,0.666846364,after 2015,True,True,6000.0,4,0,0,False,Never
65+,male,30y+,university,upper class,0.325633143,before 2015,False,True,15000.0,3,1,0,False,Never
40-64,male,20-29y,high school,upper class,0.625984555,after 2015,True,True,9000.0,5,0,4,False,Often
16-25,female,0-9y,none,poverty,0.480492763,before 2015,False,False,15000.0,0,0,0,True,Never
26-39,male,10-19y,university,poverty,0.285042279,before 2015,False,False,11000.0,0,0,1,False,Rarely
40-64,male,20-29y,university,upper class,0.546522215,before 2015,True,False,9000.0,3,0,5,False,Often
40-64,male,0-9y,high school,poverty,0.351529826,before 2015,False,True,13000.0,0,0,0,False,Never
40-64,female,10-19y,university,upper class,0.664611264,before 2015,False,True,12000.0,0,0,0,False,Never
65+,female,0-9y,high school,upper class,0.617478389,before 2015,True,True,9000.0,0,0,0,False,Never
26-39,female,10-19y,high school,poverty,0.393254529,after 2015,True,False,12000.0,1,0,1,False,Rarely
40-64,male,20-29y,none,working class,0.405036048,before 2015,False,True,11000.0,2,0,2,False,Rarely
16-25,male,0-9y,high school,working class,0.51214492,before 2015,False,False,16000.0,0,0,0,True,Never
40-64,male,20-29y,high school,upper class,0.681998112,before 2015,True,True,6000.0,11,1,2,True,Rarely
26-39,female,10-19y,high school,working class,0.49406698,before 2015,False,True,10000.0,2,1,0,False,Never
65+,female,10-19y,none,middle class,0.420849226,before 2015,True,True,,0,0,1,False,Rarely
16-25,female,0-9y,high school,poverty,0.289200292,before 2015,False,True,11000.0,0,0,0,False,Never
40-64,female,10-19y,university,upper class,,after 2015,True,True,5000.0,1,0,0,False,Never
65+,male,20-29y,university,upper class,,after 2015,True,True,11000.0,1,0,2,False,Rarely
65+,female,0-9y,high school,upper class,0.686834805,after 2015,True,True,15000.0,0,0,0,False,Never
40-64,male,10-19y,university,upper class,,before 2015,True,True,13000.0,2,0,0,False,Never
40-64,male,10-19y,university,upper class,0.472602288,after 2015,True,True,13000.0,0,0,1,False,Rarely
40-64,male,20-29y,none,working class,0.620048065,after 2015,False,False,17000.0,0,0,1,False,Rarely
26-39,male,10-19y,none,poverty,0.307748313,before 2015,True,True,16000.0,0,0,2,False,Rarely
40-64,female,10-19y,high school,upper class,0.658188601,after 2015,True,True,10000.0,0,0,0,False,Never
65+,female,30y+,university,upper class,0.405520248,before 2015,False,True,10000.0,6,1,0,False,Never
40-64,male,10-19y,university,upper class,0.524243914,after 2015,True,True,10000.0,2,0,3,False,Often
40-64,female,20-29y,high school,working class,0.504838352,before 2015,True,True,11000.0,2,0,0,False,Never
26-39,female,10-19y,university,upper class,0.499349046,before 2015,True,False,14000.0,2,0,1,False,Rarely
26-39,male,0-9y,university,middle class,0.515325597,after 2015,False,True,9000.0,0,0,0,True,Never
40-64,female,0-9y,high school,middle class,0.563270377,before 2015,False,False,13000.0,0,0,0,False,Never
65+,female,10-19y,university,upper class,0.583806136,after 2015,True,True,11000.0,0,0,0,False,Never
26-39,male,0-9y,none,middle class,0.569358584,before 2015,True,True,11000.0,0,0,0,True,Never
40-64,female,20-29y,university,upper class,,before 2015,True,True,13000.0,1,0,1,False,Rarely
26-39,male,0-9y,university,upper class,0.609543588,after 2015,True,True,13000.0,0,0,0,False,Never
40-64,female,10-19y,high school,middle class,0.554678071,before 2015,True,True,10000.0,1,0,3,False,Often
26-39,male,0-9y,high school,poverty,0.280654381,before 2015,False,True,14000.0,0,0,0,True,Never
16-25,female,0-9y,high school,working class,0.443999246,before 2015,False,True,13000.0,0,0,0,True,Never
16-25,female,0-9y,none,poverty,0.157277433,before 2015,False,False,13000.0,0,0,0,False,Never
40-64,male,20-29y,university,middle class,0.517533432,before 2015,False,True,14000.0,1,0,3,False,Often
26-39,female,10-19y,high school,middle class,0.591405796,after 2015,True,True,8000.0,1,0,0,False,Never
65+,male,30y+,university,upper class,0.662251293,before 2015,False,True,16000.0,2,0,1,False,Rarely
16-25,female,0-9y,university,middle class,0.430903335,before 2015,False,False,13000.0,0,0,0,True,Never
40-64,male,20-29y,high school,middle class,0.394414959,before 2015,True,True,6000.0,6,1,3,False,Often
16-25,female,0-9y,none,working class,,before 2015,False,False,11000.0,0,0,0,True,Never
26-39,male,0-9y,university,upper class,0.508545698,after 2015,True,True,10000.0,0,0,0,True,Never
40-64,male,20-29y,university,upper class,,after 2015,True,True,8000.0,7,1,3,False,Often
26-39,male,10-19y,none,working class,0.366900533,before 2015,False,True,9000.0,3,3,2,False,Rarely
40-64,male,20-29y,university,upper class,0.674117303,after 2015,True,False,13000.0,1,1,1,False,Rarely
40-64,female,20-29y,university,upper class,0.630630794,before 2015,False,False,16000.0,2,0,0,False,Never
16-25,female,0-9y,university,working class,0.311458236,before 2015,False,False,16000.0,0,0,0,True,Never
26-39,female,10-19y,none,poverty,0.472868321,before 2015,True,True,9000.0,2,0,0,False,Never
16-25,male,0-9y,none,working class,0.583196536,before 2015,False,True,,0,0,0,True,Never
65+,male,30y+,high school,upper class,0.512722869,after 2015,False,False,14000.0,1,2,3,False,Often
40-64,male,20-29y,high school,middle class,0.588082542,before 2015,True,True,13000.0,7,1,1,False,Rarely
16-25,male,0-9y,none,poverty,0.273985677,before 2015,False,False,11000.0,0,0,0,True,Never
26-39,female,10-19y,high school,working class,0.458064775,before 2015,False,False,17000.0,0,0,0,False,Never
16-25,male,0-9y,high school,poverty,0.369168777,before 2015,False,False,12000.0,0,0,0,True,Never
26-39,female,10-19y,university,middle class,,before 2015,True,True,8000.0,1,1,2,False,Rarely
65+,male,30y+,high school,upper class,0.542438698,after 2015,True,True,13000.0,5,1,3,False,Often
16-25,female,0-9y,high school,poverty,0.287708192,before 2015,False,False,16000.0,0,0,0,False,Never
26-39,male,10-19y,high school,working class,0.425500888,before 2015,False,True,12000.0,0,0,1,False,Rarely
26-39,male,10-19y,none,poverty,0.295667459,after 2015,False,False,14000.0,1,0,1,False,Rarely
16-25,male,0-9y,none,working class,,before 2015,True,False,13000.0,0,0,0,True,Never
40-64,male,10-19y,high school,upper class,0.554379839,after 2015,True,True,11000.0,0,0,3,False,Often
65+,male,10-19y,none,upper class,0.643670853,after 2015,True,True,,1,1,1,False,Rarely
26-39,female,10-19y,high school,upper class,0.696403962,after 2015,True,False,14000.0,1,0,1,False,Rarely
40-64,male,0-9y,high school,upper class,0.563811314,before 2015,True,False,14000.0,0,0,0,True,Never
40-64,female,20-29y,high school,upper class,0.55647606,before 2015,False,True,13000.0,1,0,2,False,Rarely
26-39,male,10-19y,university,middle class,0.683035562,before 2015,False,True,12000.0,3,0,1,False,Rarely
26-39,male,10-19y,university,middle class,0.528155082,after 2015,True,True,8000.0,1,0,0,False,Never
40-64,male,20-29y,university,upper class,0.60698753,before 2015,False,True,11000.0,3,1,3,False,Often
40-64,male,20-29y,university,upper class,0.506417205,before 2015,False,True,12000.0,4,1,1,False,Rarely
26-39,male,10-19y,high school,middle class,0.472562037,before 2015,True,False,,2,0,0,False,Never
16-25,female,0-9y,university,upper class,0.612468484,after 2015,True,True,4000.0,0,0,0,False,Never
26-39,female,10-19y,high school,working class,0.254423262,before 2015,False,False,11000.0,0,1,0,False,Never
65+,female,10-19y,none,working class,0.560433091,before 2015,True,True,9000.0,0,0,1,False,Rarely
26-39,male,10-19y,university,upper class,0.472677407,after 2015,True,True,,3,0,1,False,Rarely
26-39,female,10-19y,university,upper class,0.698896986,after 2015,True,True,10000.0,0,0,0,False,Never
26-39,female,10-19y,high school,poverty,0.283726835,before 2015,False,True,13000.0,2,0,1,False,Rarely
40-64,female,20-29y,university,upper class,0.649502397,before 2015,True,True,14000.0,1,1,0,True,Never
16-25,female,0-9y,high school,poverty,0.135316415,before 2015,False,False,13000.0,0,0,0,True,Never
40-64,male,0-9y,university,upper class,0.57223312,after 2015,True,False,15000.0,0,0,0,True,Never
40-64,female,0-9y,high school,upper class,,before 2015,True,True,13000.0,0,0,0,True,Never
26-39,female,0-9y,none,poverty,0.395873938,before 2015,False,True,12000.0,0,0,0,True,Never
26-39,male,10-19y,university,upper class,0.420328752,before 2015,True,True,6000.0,2,0,3,False,Often
40-64,female,20-29y,high school,upper class,0.619127373,after 2015,False,True,13000.0,3,0,3,False,Often
26-39,male,10-19y,university,upper class,0.557241329,before 2015,True,False,8000.0,0,0,0,False,Never
16-25,male,0-9y,university,middle class,0.71847949,before 2015,False,True,15000.0,0,0,0,True,Never
40-64,male,20-29y,university,upper class,0.636545204,after 2015,False,True,13000.0,2,0,2,False,Rarely
26-39,female,10-19y,none,poverty,0.415693118,before 2015,False,False,14000.0,0,0,0,False,Never
26-39,female,10-19y,high school,middle class,0.525086127,before 2015,True,True,14000.0,1,0,0,False,Never
26-39,female,10-19y,university,working class,0.469148874,before 2015,False,False,,1,0,0,True,Never
26-39,male,0-9y,none,poverty,0.251177787,before 2015,True,True,11000.0,0,0,0,True,Never
40-64,female,0-9y,high school,upper class,0.70447327,after 2015,False,True,8000.0,0,0,0,False,Never
16-25,female,0-9y,none,poverty,0.298815723,before 2015,True,True,11000.0,0,0,0,True,Never
16-25,female,0-9y,none,working class,0.352470054,before 2015,False,False,17000.0,0,0,0,False,Never
65+,male,30y+,university,upper class,0.681766205,before 2015,True,True,13000.0,1,0,2,False,Rarely
16-25,female,0-9y,none,poverty,0.308820458,before 2015,False,False,16000.0,0,0,0,True,Never
16-25,male,0-9y,university,working class,0.378448407,before 2015,False,False,17000.0,0,0,0,True,Never
26-39,female,0-9y,none,poverty,,before 2015,True,True,11000.0,0,0,0,False,Never
16-25,female,0-9y,none,poverty,0.374004626,before 2015,False,False,,0,0,0,False,Never
65+,male,20-29y,high school,middle class,0.372416781,before 2015,True,True,12000.0,6,1,2,False,Rarely
26-39,female,10-19y,high school,poverty,0.160705688,before 2015,False,False,15000.0,1,0,0,True,Never
26-39,male,10-19y,high school,middle class,0.422811421,before 2015,False,True,14000.0,1,0,0,False,Never
26-39,female,10-19y,none,poverty,0.368740575,before 2015,False,True,10000.0,0,1,0,True,Never
16-25,female,0-9y,none,working class,0.404005199,before 2015,False,True,9000.0,0,0,0,False,Never
65+,female,20-29y,high school,upper class,0.697389999,before 2015,True,True,8000.0,3,3,0,False,Never
26-39,male,10-19y,university,poverty,0.434943423,before 2015,False,False,16000.0,0,0,3,False,Often
26-39,female,0-9y,high school,working class,0.319542801,before 2015,True,False,19000.0,0,0,0,True,Never
26-39,male,0-9y,university,middle class,0.624766818,before 2015,False,False,16000.0,0,0,0,True,Never
16-25,female,0-9y,none,poverty,0.321366924,before 2015,False,False,11000.0,0,0,0,False,Never
40-64,male,20-29y,university,middle class,0.539023159,after 2015,False,True,14000.0,4,3,4,False,Often
16-25,male,0-9y,high school,working class,0.551744288,before 2015,True,True,10000.0,0,0,0,True,Never
26-39,male,0-9y,high school,poverty,0.230743264,before 2015,False,True,9000.0,0,0,0,True,Never
26-39,female,10-19y,university,middle class,0.558155536,after 2015,False,True,10000.0,0,0,1,False,Rarely
26-39,female,10-19y,none,middle class,0.512796699,before 2015,False,True,11000.0,0,0,0,False,Never
26-39,male,10-19y,none,poverty,0.394231495,before 2015,False,False,,2,1,1,True,Rarely
26-39,male,10-19y,high school,poverty,0.260622409,before 2015,False,True,12000.0,6,0,0,False,Never
16-25,female,0-9y,high school,poverty,0.24936281,before 2015,False,False,16000.0,0,0,0,False,Never
26-39,female,10-19y,high school,poverty,0.427186693,before 2015,False,True,11000.0,0,0,1,True,Rarely
26-39,female,10-19y,university,working class,0.288166467,before 2015,True,True,9000.0,3,1,2,False,Rarely
26-39,female,10-19y,high school,middle class,0.659950078,after 2015,False,True,10000.0,0,0,1,False,Rarely
65+,male,30y+,university,upper class,0.495553346,after 2015,True,True,13000.0,3,1,3,False,Often
26-39,female,10-19y,high school,upper class,0.512042917,before 2015,True,True,,1,0,0,False,Never
26-39,female,0-9y,university,upper class,0.490038218,before 2015,True,True,8000.0,0,0,0,True,Never
26-39,female,10-19y,university,working class,0.4593691,after 2015,False,False,12000.0,2,0,0,False,Never
40-64,female,20-29y,high school,middle class,0.331936025,before 2015,True,True,13000.0,0,0,1,False,Rarely
40-64,female,20-29y,university,upper class,0.567737607,after 2015,True,True,11000.0,0,0,3,False,Often
65+,male,30y+,university,upper class,0.406325302,before 2015,False,True,16000.0,6,1,1,False,Rarely
26-39,female,10-19y,none,middle class,0.615354069,before 2015,True,True,15000.0,0,0,1,False,Rarely
26-39,female,10-19y,university,upper class,0.554537966,after 2015,False,False,16000.0,0,0,1,False,Rarely
16-25,female,0-9y,university,poverty,0.393455742,before 2015,False,False,16000.0,0,0,0,False,Never
26-39,female,10-19y,university,middle class,0.636389702,after 2015,False,True,14000.0,2,0,1,False,Rarely
16-25,female,0-9y,high school,poverty,0.578305576,before 2015,False,True,11000.0,0,0,0,True,Never
16-25,female,0-9y,high school,poverty,0.317644255,before 2015,False,False,18000.0,0,0,0,True,Never
